x y z time
-0.621651 -4.12478 0.00186601 2.88297
-0.621097 -4.12159 0.00186677 2.88397
-0.620542 -4.11840 0.00186752 2.88497
-0.619987 -4.11520 0.00186828 2.88597
-0.619432 -4.11201 0.00186904 2.88697
-0.618876 -4.10882 0.00186980 2.88797
-0.618320 -4.10562 0.00187056 2.88897
-0.617763 -4.10243 0.00187132 2.88997
-0.617206 -4.09924 0.00187209 2.89097
-0.616648 -4.09604 0.00187286 2.89197
-0.616089 -4.09285 0.00187363 2.89297
-0.615531 -4.08965 0.00187440 2.89397
-0.614971 -4.08646 0.00187517 2.89497
-0.614411 -4.08326 0.00187594 2.89597
-0.613851 -4.08007 0.00187672 2.89697
-0.613290 -4.07687 0.00187749 2.89797
-0.612729 -4.07367 0.00187827 2.89897
-0.612167 -4.07048 0.00187905 2.89997
-0.611605 -4.06728 0.00187983 2.90097
-0.611042 -4.06408 0.00188062 2.90197
-0.610479 -4.06089 0.00188140 2.90297
-0.609915 -4.05769 0.00188219 2.90397
-0.609351 -4.05449 0.00188298 2.90497
-0.608786 -4.05129 0.00188377 2.90597
-0.608221 -4.04809 0.00188456 2.90697
-0.607655 -4.04490 0.00188535 2.90797
-0.607089 -4.04170 0.00188614 2.90897
-0.606522 -4.03850 0.00188694 2.90997
-0.605954 -4.03530 0.00188774 2.91097
-0.605386 -4.03210 0.00188854 2.91197
-0.604818 -4.02890 0.00188934 2.91297
-0.604249 -4.02570 0.00189014 2.91397
-0.603680 -4.02250 0.00189094 2.91497
-0.603110 -4.01930 0.00189175 2.91597
-0.602540 -4.01610 0.00189256 2.91697
-0.601969 -4.01290 0.00189336 2.91797
-0.601397 -4.00970 0.00189417 2.91897
-0.600825 -4.00649 0.00189499 2.91997
-0.600253 -4.00329 0.00189580 2.92097
-0.599680 -4.00009 0.00189661 2.92197
-0.599106 -3.99689 0.00189743 2.92297
-0.598532 -3.99369 0.00189825 2.92397
-0.597958 -3.99048 0.00189907 2.92497
-0.597383 -3.98728 0.00189989 2.92597
-0.596807 -3.98408 0.00190071 2.92697
-0.596231 -3.98088 0.00190153 2.92797
-0.595654 -3.97767 0.00190236 2.92897
-0.595077 -3.97447 0.00190319 2.92997
-0.594499 -3.97126 0.00190401 2.93097
-0.593921 -3.96806 0.00190485 2.93197
-0.593342 -3.96486 0.00190568 2.93297
-0.592763 -3.96165 0.00190651 2.93397
-0.592183 -3.95845 0.00190734 2.93497
-0.591603 -3.95524 0.00190818 2.93597
-0.591022 -3.95204 0.00190902 2.93697
-0.590440 -3.94883 0.00190986 2.93797
-0.589858 -3.94563 0.00191070 2.93897
-0.589276 -3.94242 0.00191154 2.93997
-0.588693 -3.93921 0.00191239 2.94097
-0.588109 -3.93601 0.00191323 2.94197
-0.587525 -3.93280 0.00191408 2.94297
-0.586941 -3.92959 0.00191493 2.94397
-0.586355 -3.92639 0.00191578 2.94497
-0.585770 -3.92318 0.00191663 2.94597
-0.585183 -3.91997 0.00191748 2.94697
-0.584597 -3.91676 0.00191833 2.94797
-0.584009 -3.91356 0.00191919 2.94897
-0.583421 -3.91035 0.00192005 2.94997
-0.582833 -3.90714 0.00192091 2.95097
-0.582244 -3.90393 0.00192177 2.95197
-0.581654 -3.90072 0.00192263 2.95297
-0.581064 -3.89751 0.00192349 2.95397
-0.580473 -3.89430 0.00192436 2.95497
-0.579882 -3.89109 0.00192523 2.95597
-0.579290 -3.88788 0.00192609 2.95697
-0.578698 -3.88467 0.00192696 2.95797
-0.578105 -3.88146 0.00192783 2.95897
-0.577512 -3.87825 0.00192871 2.95997
-0.576918 -3.87504 0.00192958 2.96097
-0.576323 -3.87183 0.00193046 2.96197
-0.575728 -3.86862 0.00193133 2.96297
-0.575133 -3.86541 0.00193221 2.96397
-0.574536 -3.86220 0.00193309 2.96497
-0.573940 -3.85899 0.00193397 2.96597
-0.573342 -3.85577 0.00193486 2.96697
-0.572744 -3.85256 0.00193574 2.96797
-0.572146 -3.84935 0.00193663 2.96897
-0.571547 -3.84614 0.00193751 2.96997
-0.570947 -3.84292 0.00193840 2.97097
-0.570347 -3.83971 0.00193929 2.97197
-0.569746 -3.83650 0.00194019 2.97297
-0.569145 -3.83328 0.00194108 2.97397
-0.568543 -3.83007 0.00194197 2.97497
-0.567940 -3.82686 0.00194287 2.97597
-0.567337 -3.82364 0.00194377 2.97697
-0.566734 -3.82043 0.00194467 2.97797
-0.566129 -3.81721 0.00194557 2.97897
-0.565525 -3.81400 0.00194647 2.97997
-0.564919 -3.81078 0.00194737 2.98097
-0.564313 -3.80757 0.00194828 2.98197
-0.563707 -3.80435 0.00194919 2.98297
-0.563100 -3.80114 0.00195009 2.98397
-0.562492 -3.79792 0.00195100 2.98497
-0.561884 -3.79471 0.00195191 2.98597
-0.561275 -3.79149 0.00195283 2.98697
-0.560665 -3.78827 0.00195374 2.98797
-0.560055 -3.78506 0.00195466 2.98897
-0.559445 -3.78184 0.00195557 2.98997
-0.558833 -3.77862 0.00195649 2.99097
-0.558222 -3.77541 0.00195741 2.99197
-0.557609 -3.77219 0.00195833 2.99297
-0.556996 -3.76897 0.00195926 2.99397
-0.556382 -3.76575 0.00196018 2.99497
-0.555768 -3.76254 0.00196111 2.99597
-0.555153 -3.75932 0.00196203 2.99697
-0.554538 -3.75610 0.00196296 2.99797
-0.553922 -3.75288 0.00196389 2.99897
-0.553305 -3.74966 0.00196482 2.99996
-0.552688 -3.74644 0.00196576 3.00096
-0.552070 -3.74322 0.00196669 3.00196
-0.551452 -3.74000 0.00196763 3.00296
-0.550833 -3.73679 0.00196856 3.00396
-0.550213 -3.73357 0.00196950 3.00496
-0.549593 -3.73035 0.00197044 3.00596
-0.548972 -3.72713 0.00197138 3.00696
-0.548351 -3.72391 0.00197233 3.00796
-0.547729 -3.72068 0.00197327 3.00896
-0.547106 -3.71746 0.00197422 3.00996
-0.546483 -3.71424 0.00197516 3.01096
-0.545859 -3.71102 0.00197611 3.01196
-0.545234 -3.70780 0.00197706 3.01296
-0.544609 -3.70458 0.00197802 3.01396
-0.543983 -3.70136 0.00197897 3.01496
-0.543357 -3.69814 0.00197992 3.01596
-0.542730 -3.69491 0.00198088 3.01696
-0.542102 -3.69169 0.00198184 3.01796
-0.541474 -3.68847 0.00198280 3.01896
-0.540845 -3.68525 0.00198376 3.01996
-0.540216 -3.68202 0.00198472 3.02096
-0.539585 -3.67880 0.00198568 3.02196
-0.538955 -3.67558 0.00198665 3.02296
-0.538323 -3.67236 0.00198761 3.02396
-0.537691 -3.66913 0.00198858 3.02496
-0.537059 -3.66591 0.00198955 3.02596
-0.536425 -3.66268 0.00199052 3.02696
-0.535791 -3.65946 0.00199149 3.02796
-0.535157 -3.65624 0.00199247 3.02896
-0.534522 -3.65301 0.00199344 3.02996
-0.533886 -3.64979 0.00199442 3.03096
-0.533249 -3.64656 0.00199539 3.03196
-0.532612 -3.64334 0.00199637 3.03296
-0.531974 -3.64011 0.00199735 3.03396
-0.531336 -3.63689 0.00199834 3.03496
-0.530697 -3.63366 0.00199932 3.03596
-0.530057 -3.63044 0.00200030 3.03696
-0.529417 -3.62721 0.00200129 3.03796
-0.528776 -3.62399 0.00200228 3.03896
-0.528134 -3.62076 0.00200327 3.03996
-0.527492 -3.61753 0.00200426 3.04096
-0.526849 -3.61431 0.00200525 3.04196
-0.526205 -3.61108 0.00200624 3.04296
-0.525561 -3.60786 0.00200724 3.04396
-0.524916 -3.60463 0.00200823 3.04496
-0.524270 -3.60140 0.00200923 3.04596
-0.523624 -3.59817 0.00201023 3.04696
-0.522977 -3.59495 0.00201123 3.04796
-0.522330 -3.59172 0.00201223 3.04896
-0.521681 -3.58849 0.00201324 3.04996
-0.521032 -3.58526 0.00201424 3.05096
-0.520383 -3.58204 0.00201525 3.05196
-0.519732 -3.57881 0.00201626 3.05296
-0.519082 -3.57558 0.00201727 3.05396
-0.518430 -3.57235 0.00201828 3.05496
-0.517778 -3.56912 0.00201929 3.05596
-0.517125 -3.56589 0.00202030 3.05696
-0.516471 -3.56267 0.00202132 3.05796
-0.515817 -3.55944 0.00202233 3.05896
-0.515162 -3.55621 0.00202335 3.05996
-0.514506 -3.55298 0.00202437 3.06096
-0.513850 -3.54975 0.00202539 3.06196
-0.513193 -3.54652 0.00202641 3.06296
-0.512535 -3.54329 0.00202744 3.06396
-0.511877 -3.54006 0.00202846 3.06496
-0.511218 -3.53683 0.00202949 3.06596
-0.510558 -3.53360 0.00203052 3.06696
-0.509897 -3.53037 0.00203155 3.06796
-0.509236 -3.52714 0.00203258 3.06896
-0.508574 -3.52391 0.00203361 3.06996
-0.507912 -3.52068 0.00203464 3.07096
-0.507249 -3.51745 0.00203568 3.07196
-0.506585 -3.51422 0.00203671 3.07296
-0.505920 -3.51099 0.00203775 3.07396
-0.505255 -3.50775 0.00203879 3.07496
-0.504589 -3.50452 0.00203983 3.07596
-0.503922 -3.50129 0.00204087 3.07696
-0.503254 -3.49806 0.00204192 3.07796
-0.502586 -3.49483 0.00204296 3.07896
-0.501917 -3.49160 0.00204401 3.07996
-0.501248 -3.48836 0.00204506 3.08096
-0.500578 -3.48513 0.00204611 3.08196
-0.499907 -3.48190 0.00204716 3.08296
-0.499235 -3.47867 0.00204821 3.08396
-0.498562 -3.47544 0.00204926 3.08496
-0.497889 -3.47220 0.00205032 3.08596
-0.497215 -3.46897 0.00205137 3.08696
-0.496541 -3.46574 0.00205243 3.08796
-0.495866 -3.46250 0.00205349 3.08896
-0.495190 -3.45927 0.00205455 3.08996
-0.494513 -3.45604 0.00205561 3.09096
-0.493835 -3.45280 0.00205668 3.09196
-0.493157 -3.44957 0.00205774 3.09296
-0.492478 -3.44634 0.00205881 3.09396
-0.491799 -3.44310 0.00205988 3.09496
-0.491118 -3.43987 0.00206095 3.09596
-0.490437 -3.43664 0.00206202 3.09696
-0.489755 -3.43340 0.00206309 3.09796
-0.489073 -3.43017 0.00206416 3.09896
-0.488389 -3.42693 0.00206524 3.09996
-0.487705 -3.42370 0.00206631 3.10096
-0.487020 -3.42046 0.00206739 3.10196
-0.486335 -3.41723 0.00206847 3.10296
-0.485649 -3.41400 0.00206955 3.10396
-0.484962 -3.41076 0.00207064 3.10496
-0.484274 -3.40753 0.00207172 3.10596
-0.483585 -3.40429 0.00207280 3.10696
-0.482896 -3.40106 0.00207389 3.10796
-0.482206 -3.39782 0.00207498 3.10896
-0.481515 -3.39459 0.00207607 3.10996
-0.480824 -3.39135 0.00207716 3.11096
-0.480131 -3.38812 0.00207825 3.11196
-0.479438 -3.38488 0.00207935 3.11296
-0.478744 -3.38164 0.00208044 3.11396
-0.478050 -3.37841 0.00208154 3.11496
-0.477354 -3.37517 0.00208264 3.11596
-0.476658 -3.37194 0.00208374 3.11696
-0.475961 -3.36870 0.00208484 3.11796
-0.475264 -3.36547 0.00208594 3.11896
-0.474565 -3.36223 0.00208704 3.11996
-0.473866 -3.35899 0.00208815 3.12096
-0.473166 -3.35576 0.00208926 3.12196
-0.472465 -3.35252 0.00209036 3.12296
-0.471764 -3.34928 0.00209147 3.12396
-0.471062 -3.34605 0.00209259 3.12496
-0.470359 -3.34281 0.00209370 3.12596
-0.469655 -3.33957 0.00209481 3.12696
-0.468950 -3.33634 0.00209593 3.12796
-0.468245 -3.33310 0.00209705 3.12896
-0.467538 -3.32986 0.00209816 3.12996
-0.466831 -3.32663 0.00209928 3.13096
-0.466124 -3.32339 0.00210041 3.13196
-0.465415 -3.32015 0.00210153 3.13296
-0.464706 -3.31692 0.00210265 3.13396
-0.463995 -3.31368 0.00210378 3.13496
-0.463284 -3.31044 0.00210491 3.13596
-0.462573 -3.30720 0.00210603 3.13696
-0.461860 -3.30397 0.00210716 3.13795
-0.461147 -3.30073 0.00210830 3.13895
-0.460432 -3.29749 0.00210943 3.13995
-0.459717 -3.29425 0.00211056 3.14095
-0.459002 -3.29102 0.00211170 3.14195
-0.458285 -3.28778 0.00211284 3.14295
-0.457568 -3.28454 0.00211398 3.14395
-0.456849 -3.28130 0.00211512 3.14495
-0.456130 -3.27807 0.00211626 3.14595
-0.455410 -3.27483 0.00211740 3.14695
-0.454690 -3.27159 0.00211855 3.14795
-0.453968 -3.26835 0.00211969 3.14895
-0.453246 -3.26512 0.00212084 3.14995
-0.452523 -3.26188 0.00212199 3.15095
-0.451799 -3.25864 0.00212314 3.15195
-0.451074 -3.25540 0.00212429 3.15295
-0.450348 -3.25216 0.00212545 3.15395
-0.449622 -3.24893 0.00212660 3.15495
-0.448894 -3.24569 0.00212776 3.15595
-0.448166 -3.24245 0.00212892 3.15695
-0.447437 -3.23921 0.00213008 3.15795
-0.446707 -3.23597 0.00213124 3.15895
-0.445977 -3.23273 0.00213240 3.15995
-0.445245 -3.22950 0.00213357 3.16095
-0.444513 -3.22626 0.00213473 3.16195
-0.443780 -3.22302 0.00213590 3.16295
-0.443046 -3.21978 0.00213707 3.16395
-0.442311 -3.21654 0.00213824 3.16495
-0.441575 -3.21330 0.00213941 3.16595
-0.440838 -3.21007 0.00214058 3.16695
-0.440101 -3.20683 0.00214176 3.16795
-0.439362 -3.20359 0.00214293 3.16895
-0.438623 -3.20035 0.00214411 3.16995
-0.437883 -3.19711 0.00214529 3.17095
-0.437142 -3.19387 0.00214647 3.17195
-0.436400 -3.19064 0.00214765 3.17295
-0.435658 -3.18740 0.00214884 3.17395
-0.434914 -3.18416 0.00215002 3.17495
-0.434170 -3.18092 0.00215121 3.17595
-0.433425 -3.17768 0.00215240 3.17695
-0.432678 -3.17444 0.00215359 3.17795
-0.431931 -3.17120 0.00215478 3.17895
-0.431183 -3.16797 0.00215597 3.17995
-0.430435 -3.16473 0.00215716 3.18095
-0.429685 -3.16149 0.00215836 3.18195
-0.428934 -3.15825 0.00215956 3.18295
-0.428183 -3.15501 0.00216076 3.18395
-0.427431 -3.15177 0.00216196 3.18495
-0.426677 -3.14854 0.00216316 3.18595
-0.425923 -3.14530 0.00216436 3.18695
-0.425168 -3.14206 0.00216557 3.18795
-0.424412 -3.13882 0.00216677 3.18895
-0.423655 -3.13558 0.00216798 3.18995
-0.422898 -3.13235 0.00216919 3.19095
-0.422139 -3.12911 0.00217040 3.19195
-0.421379 -3.12587 0.00217161 3.19295
-0.420619 -3.12263 0.00217283 3.19395
-0.419858 -3.11939 0.00217404 3.19495
-0.419095 -3.11615 0.00217526 3.19595
-0.418332 -3.11292 0.00217648 3.19695
-0.417568 -3.10968 0.00217770 3.19795
-0.416803 -3.10644 0.00217892 3.19895
-0.416037 -3.10320 0.00218014 3.19995
-0.415270 -3.09997 0.00218137 3.20095
-0.414502 -3.09673 0.00218259 3.20195
-0.413734 -3.09349 0.00218382 3.20295
-0.412964 -3.09025 0.00218505 3.20395
-0.412193 -3.08701 0.00218628 3.20495
-0.411422 -3.08378 0.00218751 3.20595
-0.410649 -3.08054 0.00218875 3.20695
-0.409876 -3.07730 0.00218998 3.20795
-0.409101 -3.07407 0.00219122 3.20895
-0.408326 -3.07083 0.00219246 3.20995
-0.407550 -3.06759 0.00219370 3.21095
-0.406773 -3.06435 0.00219494 3.21195
-0.405995 -3.06112 0.00219619 3.21295
-0.405215 -3.05788 0.00219743 3.21395
-0.404435 -3.05464 0.00219868 3.21495
-0.403654 -3.05141 0.00219992 3.21595
-0.402872 -3.04817 0.00220117 3.21695
-0.402089 -3.04493 0.00220243 3.21795
-0.401306 -3.04170 0.00220368 3.21895
-0.400521 -3.03846 0.00220493 3.21995
-0.399735 -3.03522 0.00220619 3.22095
-0.398948 -3.03199 0.00220745 3.22195
-0.398160 -3.02875 0.00220871 3.22295
-0.397372 -3.02551 0.00220997 3.22395
-0.396582 -3.02228 0.00221123 3.22495
-0.395791 -3.01904 0.00221249 3.22595
-0.394999 -3.01581 0.00221376 3.22695
-0.394207 -3.01257 0.00221502 3.22795
-0.393413 -3.00934 0.00221629 3.22895
-0.392618 -3.00610 0.00221756 3.22995
-0.391823 -3.00287 0.00221883 3.23095
-0.391026 -2.99963 0.00222011 3.23195
-0.390228 -2.99639 0.00222138 3.23295
-0.389430 -2.99316 0.00222266 3.23395
-0.388630 -2.98992 0.00222394 3.23495
-0.387829 -2.98669 0.00222522 3.23595
-0.387028 -2.98346 0.00222650 3.23695
-0.386225 -2.98022 0.00222778 3.23795
-0.385421 -2.97699 0.00222907 3.23895
-0.384617 -2.97375 0.00223035 3.23995
-0.383811 -2.97052 0.00223164 3.24095
-0.383004 -2.96728 0.00223293 3.24195
-0.382197 -2.96405 0.00223422 3.24295
-0.381388 -2.96082 0.00223551 3.24395
-0.380578 -2.95758 0.00223681 3.24495
-0.379767 -2.95435 0.00223810 3.24595
-0.378955 -2.95112 0.00223940 3.24695
-0.378143 -2.94788 0.00224070 3.24795
-0.377329 -2.94465 0.00224200 3.24895
-0.376514 -2.94142 0.00224330 3.24995
-0.375698 -2.93818 0.00224461 3.25095
-0.374881 -2.93495 0.00224591 3.25195
-0.374062 -2.93172 0.00224722 3.25295
-0.373243 -2.92849 0.00224853 3.25395
-0.372423 -2.92526 0.00224984 3.25495
-0.371602 -2.92202 0.00225115 3.25595
-0.370780 -2.91879 0.00225247 3.25695
-0.369956 -2.91556 0.00225378 3.25795
-0.369132 -2.91233 0.00225510 3.25895
-0.368306 -2.90910 0.00225642 3.25995
-0.367480 -2.90587 0.00225774 3.26095
-0.366652 -2.90264 0.00225906 3.26195
-0.365823 -2.89941 0.00226038 3.26295
-0.364994 -2.89618 0.00226171 3.26395
-0.364163 -2.89295 0.00226304 3.26495
-0.363331 -2.88972 0.00226437 3.26595
-0.362498 -2.88649 0.00226570 3.26695
-0.361664 -2.88326 0.00226703 3.26795
-0.360829 -2.88003 0.00226836 3.26895
-0.359992 -2.87680 0.00226970 3.26995
-0.359155 -2.87357 0.00227104 3.27095
-0.358317 -2.87034 0.00227238 3.27195
-0.357477 -2.86711 0.00227372 3.27295
-0.356636 -2.86389 0.00227506 3.27395
-0.355795 -2.86066 0.00227640 3.27495
-0.354952 -2.85743 0.00227775 3.27594
-0.354108 -2.85420 0.00227910 3.27694
-0.353263 -2.85098 0.00228044 3.27794
-0.352416 -2.84775 0.00228180 3.27894
-0.351569 -2.84452 0.00228315 3.27994
-0.350721 -2.84130 0.00228450 3.28094
-0.349871 -2.83807 0.00228586 3.28194
-0.349020 -2.83484 0.00228722 3.28294
-0.348168 -2.83162 0.00228857 3.28394
-0.347315 -2.82839 0.00228994 3.28494
-0.346461 -2.82517 0.00229130 3.28594
-0.345606 -2.82194 0.00229266 3.28694
-0.344750 -2.81872 0.00229403 3.28794
-0.343892 -2.81549 0.00229540 3.28894
-0.343034 -2.81227 0.00229677 3.28994
-0.342174 -2.80904 0.00229814 3.29094
-0.341313 -2.80582 0.00229951 3.29194
-0.340451 -2.80260 0.00230089 3.29294
-0.339587 -2.79937 0.00230226 3.29394
-0.338723 -2.79615 0.00230364 3.29494
-0.337857 -2.79293 0.00230502 3.29594
-0.336991 -2.78971 0.00230640 3.29694
-0.336123 -2.78648 0.00230779 3.29794
-0.335254 -2.78326 0.00230917 3.29894
-0.334383 -2.78004 0.00231056 3.29994
-0.333512 -2.77682 0.00231195 3.30094
-0.332639 -2.77360 0.00231334 3.30194
-0.331765 -2.77038 0.00231473 3.30294
-0.330890 -2.76716 0.00231613 3.30394
-0.330014 -2.76394 0.00231752 3.30494
-0.329137 -2.76072 0.00231892 3.30594
-0.328258 -2.75750 0.00232032 3.30694
-0.327378 -2.75428 0.00232172 3.30794
-0.326497 -2.75106 0.00232312 3.30894
-0.325615 -2.74785 0.00232453 3.30994
-0.324732 -2.74463 0.00232594 3.31094
-0.323847 -2.74141 0.00232734 3.31194
-0.322961 -2.73819 0.00232875 3.31294
-0.322074 -2.73498 0.00233017 3.31394
-0.321186 -2.73176 0.00233158 3.31494
-0.320296 -2.72854 0.00233300 3.31594
-0.319405 -2.72533 0.00233441 3.31694
-0.318513 -2.72211 0.00233583 3.31794
-0.317620 -2.71890 0.00233725 3.31894
-0.316726 -2.71568 0.00233868 3.31994
-0.315830 -2.71247 0.00234010 3.32094
-0.314933 -2.70926 0.00234153 3.32194
-0.314035 -2.70604 0.00234296 3.32294
-0.313136 -2.70283 0.00234439 3.32394
-0.312235 -2.69962 0.00234582 3.32494
-0.311333 -2.69641 0.00234725 3.32594
-0.310430 -2.69319 0.00234869 3.32694
-0.309525 -2.68998 0.00235013 3.32794
-0.308619 -2.68677 0.00235157 3.32894
-0.307712 -2.68356 0.00235301 3.32994
-0.306804 -2.68035 0.00235445 3.33094
-0.305895 -2.67714 0.00235590 3.33194
-0.304984 -2.67393 0.00235734 3.33294
-0.304072 -2.67072 0.00235879 3.33394
-0.303158 -2.66752 0.00236024 3.33494
-0.302244 -2.66431 0.00236169 3.33594
-0.301328 -2.66110 0.00236315 3.33694
-0.300410 -2.65789 0.00236461 3.33794
-0.299492 -2.65469 0.00236606 3.33894
-0.298572 -2.65148 0.00236752 3.33994
-0.297651 -2.64827 0.00236899 3.34094
-0.296728 -2.64507 0.00237045 3.34194
-0.295804 -2.64186 0.00237191 3.34294
-0.294879 -2.63866 0.00237338 3.34394
-0.293953 -2.63546 0.00237485 3.34494
-0.293025 -2.63225 0.00237632 3.34594
-0.292096 -2.62905 0.00237780 3.34694
-0.291165 -2.62585 0.00237927 3.34794
-0.290233 -2.62264 0.00238075 3.34894
-0.289300 -2.61944 0.00238223 3.34994
-0.288366 -2.61624 0.00238371 3.35094
-0.287430 -2.61304 0.00238519 3.35194
-0.286493 -2.60984 0.00238668 3.35294
-0.285554 -2.60664 0.00238816 3.35394
-0.284614 -2.60344 0.00238965 3.35494
-0.283673 -2.60024 0.00239114 3.35594
-0.282731 -2.59705 0.00239264 3.35694
-0.281787 -2.59385 0.00239413 3.35794
-0.280841 -2.59065 0.00239563 3.35894
-0.279895 -2.58746 0.00239712 3.35994
-0.278946 -2.58426 0.00239863 3.36094
-0.277997 -2.58107 0.00240013 3.36194
-0.277046 -2.57787 0.00240163 3.36294
-0.276094 -2.57468 0.00240314 3.36394
-0.275140 -2.57148 0.00240465 3.36494
-0.274185 -2.56829 0.00240616 3.36594
-0.273229 -2.56510 0.00240767 3.36694
-0.272271 -2.56191 0.00240918 3.36794
-0.271312 -2.55872 0.00241070 3.36894
-0.270351 -2.55552 0.00241222 3.36994
-0.269389 -2.55233 0.00241374 3.37094
-0.268425 -2.54914 0.00241526 3.37194
-0.267460 -2.54596 0.00241678 3.37294
-0.266494 -2.54277 0.00241831 3.37394
-0.265526 -2.53958 0.00241984 3.37494
-0.264557 -2.53639 0.00242137 3.37594
-0.263586 -2.53321 0.00242290 3.37694
-0.262614 -2.53002 0.00242444 3.37794
-0.261641 -2.52684 0.00242597 3.37894
-0.260666 -2.52365 0.00242751 3.37994
-0.259689 -2.52047 0.00242905 3.38094
-0.258711 -2.51728 0.00243059 3.38194
-0.257732 -2.51410 0.00243214 3.38294
-0.256751 -2.51092 0.00243368 3.38394
-0.255769 -2.50774 0.00243523 3.38494
-0.254785 -2.50456 0.00243678 3.38594
-0.253800 -2.50138 0.00243834 3.38694
-0.252813 -2.49820 0.00243989 3.38794
-0.251824 -2.49502 0.00244145 3.38894
-0.250835 -2.49184 0.00244301 3.38994
-0.249843 -2.48866 0.00244457 3.39094
-0.248851 -2.48549 0.00244613 3.39194
-0.247856 -2.48231 0.00244769 3.39294
-0.246861 -2.47914 0.00244926 3.39394
-0.245863 -2.47596 0.00245083 3.39494
-0.244865 -2.47279 0.00245240 3.39594
-0.243864 -2.46962 0.00245398 3.39694
-0.242862 -2.46644 0.00245555 3.39794
-0.241859 -2.46327 0.00245713 3.39894
-0.240854 -2.46010 0.00245871 3.39994
-0.239848 -2.45693 0.00246029 3.40094
-0.238840 -2.45376 0.00246188 3.40194
-0.237830 -2.45059 0.00246346 3.40294
-0.236819 -2.44743 0.00246505 3.40394
-0.235806 -2.44426 0.00246664 3.40494
-0.234792 -2.44109 0.00246823 3.40594
-0.233777 -2.43793 0.00246983 3.40694
-0.232759 -2.43476 0.00247142 3.40794
-0.231740 -2.43160 0.00247302 3.40894
-0.230720 -2.42843 0.00247463 3.40994
-0.229698 -2.42527 0.00247623 3.41094
-0.228674 -2.42211 0.00247783 3.41194
-0.227649 -2.41895 0.00247944 3.41294
-0.226622 -2.41579 0.00248105 3.41393
-0.225594 -2.41263 0.00248266 3.41493
-0.224563 -2.40947 0.00248428 3.41593
-0.223532 -2.40632 0.00248590 3.41693
-0.222499 -2.40316 0.00248751 3.41793
-0.221464 -2.40000 0.00248913 3.41893
-0.220427 -2.39685 0.00249076 3.41993
-0.219389 -2.39370 0.00249238 3.42093
-0.218349 -2.39054 0.00249401 3.42193
-0.217308 -2.38739 0.00249564 3.42293
-0.216265 -2.38424 0.00249727 3.42393
-0.215220 -2.38109 0.00249891 3.42493
-0.214174 -2.37794 0.00250054 3.42593
-0.213126 -2.37479 0.00250218 3.42693
-0.212076 -2.37164 0.00250382 3.42793
-0.211025 -2.36850 0.00250547 3.42893
-0.209972 -2.36535 0.00250711 3.42993
-0.208917 -2.36221 0.00250876 3.43093
-0.207861 -2.35906 0.00251041 3.43193
-0.206803 -2.35592 0.00251206 3.43293
-0.205743 -2.35278 0.00251372 3.43393
-0.204682 -2.34963 0.00251537 3.43493
-0.203619 -2.34649 0.00251703 3.43593
-0.202554 -2.34336 0.00251869 3.43693
-0.201487 -2.34022 0.00252036 3.43793
-0.200419 -2.33708 0.00252202 3.43893
-0.199349 -2.33394 0.00252369 3.43993
-0.198277 -2.33081 0.00252536 3.44093
-0.197204 -2.32767 0.00252704 3.44193
-0.196129 -2.32454 0.00252871 3.44293
-0.195052 -2.32141 0.00253039 3.44393
-0.193973 -2.31828 0.00253207 3.44493
-0.192893 -2.31515 0.00253375 3.44593
-0.191811 -2.31202 0.00253544 3.44693
-0.190727 -2.30889 0.00253712 3.44793
-0.189641 -2.30576 0.00253881 3.44893
-0.188554 -2.30264 0.00254051 3.44993
-0.187465 -2.29951 0.00254220 3.45093
-0.186374 -2.29639 0.00254390 3.45193
-0.185281 -2.29327 0.00254559 3.45293
-0.184187 -2.29014 0.00254730 3.45393
-0.183090 -2.28702 0.00254900 3.45493
-0.181992 -2.28390 0.00255071 3.45593
-0.180892 -2.28079 0.00255241 3.45693
-0.179790 -2.27767 0.00255412 3.45793
-0.178687 -2.27455 0.00255584 3.45893
-0.177581 -2.27144 0.00255755 3.45993
-0.176474 -2.26832 0.00255927 3.46093
-0.175365 -2.26521 0.00256099 3.46193
-0.174254 -2.26210 0.00256272 3.46293
-0.173142 -2.25899 0.00256444 3.46393
-0.172027 -2.25588 0.00256617 3.46493
-0.170911 -2.25277 0.00256790 3.46593
-0.169792 -2.24967 0.00256963 3.46693
-0.168672 -2.24656 0.00257137 3.46793
-0.167550 -2.24346 0.00257310 3.46893
-0.166426 -2.24035 0.00257484 3.46993
-0.165300 -2.23725 0.00257659 3.47093
-0.164173 -2.23415 0.00257833 3.47193
-0.163043 -2.23105 0.00258008 3.47293
-0.161912 -2.22795 0.00258183 3.47393
-0.160778 -2.22486 0.00258358 3.47493
-0.159643 -2.22176 0.00258534 3.47593
-0.158506 -2.21867 0.00258710 3.47693
-0.157367 -2.21557 0.00258886 3.47793
-0.156226 -2.21248 0.00259062 3.47893
-0.155083 -2.20939 0.00259238 3.47993
-0.153938 -2.20630 0.00259415 3.48093
-0.152791 -2.20321 0.00259592 3.48193
-0.151642 -2.20013 0.00259769 3.48293
-0.150492 -2.19704 0.00259947 3.48393
-0.149339 -2.19396 0.00260125 3.48493
-0.148184 -2.19088 0.00260303 3.48593
-0.147028 -2.18780 0.00260481 3.48693
-0.145869 -2.18472 0.00260660 3.48793
-0.144708 -2.18164 0.00260839 3.48893
-0.143546 -2.17856 0.00261018 3.48993
